LicenseNumber,FacilityName,DBA,FacilityType,City,ZipCode,DateUpdated
402R-00146,PHYSICIAN PREFERRED PRODUCTS LLC,DOCS APOTHECARY,Retail Marijuana Store,Northglenn,80233,2020-12-01
402R-00149,NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,Retail Marijuana Store,Telluride,81435,2020-12-01
402R-00153,SOLACE MEDS OF WHEAT RIDGE LLC,,Retail Marijuana Store,Wheat Ridge,80033,2020-12-01
402R-00147,SUNRISE SOLUTIONS,,Retail Marijuana Store,Bailey,80421,2020-12-01
402R-00150,FLOWER POWER BOTANICALS LLC,,Retail Marijuana Store,Fort Collins,80524,2020-12-01
402R-00151,ALTERNATIVE HOLISTIC HEALING LLC,ROCKY MOUNTAIN ORGANICS,Retail Marijuana Store,Black Hawk,80422,2020-12-01
402R-00154,MEDICAL MJ SUPPLY LLC,BEST COLORADO CANNABIS,Retail Marijuana Store,Wheat Ridge,80033,2020-12-01
402R-00152,GMC LLC,GREEN MAN CANNABIS,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00157,COLORADO CANNABIS ASSOCIATES LLC,THE SPOT,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00159,EAGLE RIVER INVESTMENTS LLC,MEADOWS,Retail Marijuana Store,Denver,80210,2020-12-01
402R-00161,MOUNTAIN MEDICINALS INC,MOUNTAIN MEDICINALS RETAIL CENTER,Retail Marijuana Store,Idaho Springs,80452,2020-12-01
402R-00155,MOUNTAIN ANNIES LLC,,Retail Marijuana Store,Ridgway,81432,2020-12-01
402R-00167,DENVER PATIENTS GROUP LLC,LIVWELL,Retail Marijuana Store,Denver,80205,2020-12-01
402R-00168,LIVWELL III LLC,LIVWELL,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00166,BEYOND BROADWAY LLC,LIVWELL,Retail Marijuana Store,Denver,80209,2020-12-01
402R-00160,ASPEN P & P LLC,EUFLORA,Retail Marijuana Store,Aspen,81611,2020-12-01
402R-00169,CANNABIS CARE WELLNESS CENTERS LLC,SMOKEYS,Retail Marijuana Store,Garden City,80631,2020-12-01
402R-00165,GM BROADWAY LLC,GOLDEN MEDS,Retail Marijuana Store,Denver,80210,2020-12-01
402R-00163,COLORADO FARMS INC,LIGHTSHADE,Retail Marijuana Store,Denver,80239,2020-12-01
402R-00164,GM BROADWAY LLC,GOLDEN MEDS,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00170,PBVILLE LLC,FLOYD'S FINE CANNABIS,Retail Marijuana Store,Leadville,80461,2020-12-01
402R-00171,D AND C MEDICAL MARIJUANA LLC,GOLDEN LEAF,Retail Marijuana Store,Steamboat Springs,80487,2020-12-01
402R-00176,KARING KIND LLC,KARING KIND,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00177,STARBUDS ALAMEDA LLC,STARBUDS,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00179,COLORADO CANNABIS COMPANY LLC,PURE MARIJUANA DISPENSARY,Retail Marijuana Store,Edgewater,80214,2020-12-01
402R-00173,BOULDER RX LLC,NATIVE ROOTS BOULDER,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00174,DP RETAIL 105 LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Glenwood Springs,81601,2020-12-01
402R-00175,ARTEMIS STRATEGIES INC,TERRAPIN CARE STATION,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00180,DJR COLORADO LLC,HIGH LEVEL HEALTH,Retail Marijuana Store,Dumont,80436,2020-12-01
402R-00184,OPTIONS MEDICAL CENTER WR LLC,OPTIONS,Retail Marijuana Store,Wheat Ridge,80033,2020-12-01
402R-00186,SERENITY MOON WELLNESS CENTER LLC,FROSTED LEAF,Retail Marijuana Store,Denver,80209,2020-12-01
402R-00181,BRECKENRIDGE ORGANIC THERAPY LLC,,Retail Marijuana Store,Breckenridge,80424,2020-12-01
402R-00187,ALPINE HERBAL WELLNESS LLC,FROSTED LEAF,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00188,ALPINE RAVEN INC,MAIKOH HOLISTICS,Retail Marijuana Store,Boulder,80304,2020-12-01
402R-00189,DP RETAIL 108 LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Glenwood Springs,81601,2020-12-01
402R-00192,FOX STREET WELLNESS LLC,FOX CANNABIS,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00190,DP RETAIL 111 LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Boulder,80301,2020-12-01
402R-00193,FRESH BAKED LLC,FRESH BAKED ,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00199,OPTIONS MEDICAL CENTER WR LLC,OPTIONS,Retail Marijuana Store,Boulder,80303,2020-12-01
402R-00191,PG RETAIL I LLC,LACONTE'S CLONE BAR & DISPENSARY,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00194,LIVWELL I LLC,LIVWELL,Retail Marijuana Store,Garden City,80631,2020-12-01
402R-00196,THE ORGANIC SEED LLC,CANNASSEUR,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00198,OPTIONS MEDICAL CENTER LLC,ELEMENTS,Retail Marijuana Store,Boulder,80303,2020-12-01
402R-00200,COLORADO KIND CARE LLC,THE VILLAGE GREEN SOCIETY,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00205,CRESTED BUTTE INVESTMENTS LLC,THE DISPENSARY,Retail Marijuana Store,Crested Butte,81224,2020-12-01
402R-00182,DELILAH LLC,DELILAH LLC,Retail Marijuana Store,Telluride,81435,2020-12-01
402R-00203,COMPASSIONATE PAIN MANAGEMENT LLC,AJOYA,Retail Marijuana Store,Louisville,80027,2020-12-01
402R-00208,SUSTAINABLE HEALTH LLC,14er HOLISTICS,Retail Marijuana Store,Boulder,80301,2020-12-01
402R-00207,L'EAGLE SERVICES LLC,L'EAGLE,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00209,DP RETAIL 109 LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Aspen,81611,2020-12-01
402R-00210,SKINNY PINEAPPLE INC,THE FARM,Retail Marijuana Store,Boulder,80301,2020-12-01
402R-00215,HERBAL WELLNESS LLC,HERBAL WELLNESS LLC,Retail Marijuana Store,Lafayette,80026,2020-12-01
402R-00211,SWEET LEAF PIONEER LLC,,Retail Marijuana Store,Eagle,81631,2020-12-01
402R-00212,GREEN MEDICINE LLC,THE GREEN JOINT,Retail Marijuana Store,Glenwood Springs,81601,2020-12-01
402R-00214,STARBUDS LOUISVILLE LLC,STARBUDS,Retail Marijuana Store,Louisville,80027,2020-12-01
402R-00217,BEDDOR CLAUDE LLC,CHRONIC THERAPY,Retail Marijuana Store,Wheat Ridge,80215,2020-12-01
402R-00219,MAGGIES FARM LLC,MAGGIES FARM,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00220,ORGANIC ALTERNATIVES INC,ORGANIC ALTERNATIVES,Retail Marijuana Store,Fort Collins,80524,2020-12-01
402R-00221,J&R PARTNERS LLC,NATIVE ROOTS VAIL,Retail Marijuana Store,Avon,81620,2020-12-01
402R-00223,VENDING BY A & A LLC,NATURE'S OF SEDGWICK,Retail Marijuana Store,Sedgwick,80749,2020-12-01
402R-00224,PLATTE VALLEY DISPENSARY LLC,PLATTE VALLEY DISPENSARY,Retail Marijuana Store,Denver,80211,2020-12-01
402R-00226,ROCKY ROAD REMEDIES LLC,ROCKY ROAD VAIL,Retail Marijuana Store,Avon,81620,2020-12-01
402R-00228,PG RETAIL I LLC,BACKCOUNTRY CANNABIS COMPANY,Retail Marijuana Store,Crested Butte,81224,2020-12-01
402R-00222,WESTSIDE WELLNESS CENTER LLC,MAGGIES FARM ,Retail Marijuana Store,Pueblo,81006,2020-12-01
402R-00230,CANNABIS CORP,THE JOINT BY CANNABIS,Retail Marijuana Store,Denver,80212,2020-12-01
402R-00229,MAGGIES FARM LLC,MAGGIES FARM,Retail Marijuana Store,Manitou Springs,80829,2020-12-01
402R-00232,ACADEMY OF THE HEALING ARTS LLC,HIGH VALLEY RETAIL CANNABIS,Retail Marijuana Store,Moffat,81143,2020-12-01
402R-00235,LIVWELL VII LLC,LIVWELL,Retail Marijuana Store,Fort Collins,80524,2020-12-01
402R-00236,BBM ENTERPRISES LLC,HELPING HANDS CANNABIS,Retail Marijuana Store,Boulder,80302,2020-12-01
402R-00237,ABUNDANT HEALTH DENVER LLC,HERBAN UNDERGROUND,Retail Marijuana Store,Denver,80203,2020-12-01
402R-00218,GAS AND GRASS LLC,ROLLUP,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00238,SOLACE MEDS COLFAX LLC,,Retail Marijuana Store,Denver,80220,2020-12-01
402R-00239,SOLACE MEDS LLC,,Retail Marijuana Store,Fort Collins,80525,2020-12-01
402R-00240,SERENITY MOON WELLNESS CENTER LLC,FROSTED LEAF,Retail Marijuana Store,Denver,80220,2020-12-01
402R-00241,PG RETAIL I LLC,NATURES MEDICINE,Retail Marijuana Store,Salida,81201,2020-12-01
402R-00243,DURANGO ORGANICS LLP,,Retail Marijuana Store,Durango,81303,2020-12-01
402R-00242,RFSCEV LLC,ROOTSRX,Retail Marijuana Store,Avon,81620,2020-12-01
402R-00248,SUN HOUSE SALIDA LLC,SUN HOUSE,Retail Marijuana Store,Salida,81201,2020-12-01
402R-00245,CCC INC,THE HAPPY CAMPER CANNABIS COMPANY,Retail Marijuana Store,Bailey,80421,2020-12-01
402R-00246,RFSCB LLC,ROOTSRX,Retail Marijuana Store,Basalt,81621,2020-12-01
402R-00247,DELANY & ASSOCIATES LLC,GOOD EARTH MEDS,Retail Marijuana Store,Pagosa Springs,81147,2020-12-01
402R-00251,SISSCO LLC,TRENCHTOWN,Retail Marijuana Store,Denver,80214,2020-12-01
402R-00252,LARSEN GROUP LLC,THE GREEN STOP,Retail Marijuana Store,Log Lane Village,80705,2020-12-01
402R-00253,SILVERPEAK CORP,THE DAB BY SILVERPEAK - DOWNTOWN,Retail Marijuana Store,Denver,80205,2020-12-01
402R-00249,GM INC,GREEN WORLD,Retail Marijuana Store,Fort Garland,81133,2020-12-01
402R-00255,ELITE ORGANICS LLC,ELITE ORGANICS ,Retail Marijuana Store,Fort Collins,80524,2020-12-01
402R-00261,ANIMAS HERBAL WELLNESS CENTER INC,PROHIBITION HERB,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00259,RIFLE REMEDIES LLC,GREEN CROSS SILT,Retail Marijuana Store,Silt,81652,2020-12-01
402R-00262,SMOKING GUN LLC,SMOKINGUN APOTHECARY,Retail Marijuana Store,Glendale,80246,2020-12-01
402R-00263,J and J ENTERPRISES INC,PAGOSA THERAPEUTICS,Retail Marijuana Store,Pagosa Springs,81147,2020-12-01
402R-00264,KENDALL MOUNTAIN LLC,SILVERTON GREEN WORKS,Retail Marijuana Store,Silverton,81433,2020-12-01
402R-00271,TRINIDADS HIGHER CALLING U LLC,,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00270,ROCKY MOUNTAIN BLISS INC,ROCKY MOUNTAIN CANNABIS,Retail Marijuana Store,Ridgway,81432,2020-12-01
402R-00267,STARBUDS AURORA LLC,STARBUDS ,Retail Marijuana Store,Aurora,80010,2020-12-01
402R-00269,APOGEE MANAGEMENT INC,TERRAPIN CARE STATION,Retail Marijuana Store,Aurora,80012,2020-12-01
402R-00275,SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,Retail Marijuana Store,Aurora,80013,2020-12-01
402R-00303,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Aurora,80011,2020-12-01
402R-00302,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Aurora,80010,2020-12-01
402R-00290,LIVWELL X LLC,LIVWELL,Retail Marijuana Store,Aurora,80011,2020-12-01
402R-00297,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Aurora,80012,2020-12-01
402R-00301,TREATMENTS UNLIMITED LLC,ALTITUDE AURORA,Retail Marijuana Store,Aurora,80010,2020-12-01
402R-00304,JS INVESTMENTS AURORA LLC,EUFLORA,Retail Marijuana Store,Aurora,80016,2020-12-01
402R-00305,JS INVESTMENTS AURORA LLC,EUFLORA,Retail Marijuana Store,Aurora,80015,2020-12-01
402R-00311,BROW ACQUISITIONS AURORA LLC,XCLUSIVE CANNABIS,Retail Marijuana Store,Aurora,80011,2020-12-01
402R-00293,LIGHTSHADE LABS LLC,LIGHTSHADE,Retail Marijuana Store,Aurora,80010,2020-12-01
402R-00312,EMPIRE DEVELOPMENT INC,ROCKY MOUNTAIN CANNABIS,Retail Marijuana Store,Fraser,80442,2020-12-01
402R-00316,SB ARAPAHOE LLC,STARBUDS,Retail Marijuana Store,Aurora,80016,2020-12-01
402R-00296,FUTUREVISION LTD,MEDICINE MAN AURORA,Retail Marijuana Store,Aurora,80014,2020-12-01
402R-00298,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Edgewater,80214,2020-12-01
402R-00299,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Silver Plume,80476,2020-12-01
402R-00300,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Aurora,80014,2020-12-01
402R-00317,HIGH COUNTRY SUPPLY LLC,COLORADO HARVEST COMPANY,Retail Marijuana Store,Aurora,80014,2020-12-01
402R-00307,RRAW LLC,ROCKY ROAD AURORA,Retail Marijuana Store,Aurora,80017,2020-12-01
402R-00333,LIVWELL X LLC,LIVWELL,Retail Marijuana Store,Aurora,80011,2020-12-01
402R-00318,KUSH GARDENS LLC,,Retail Marijuana Store,De Beque,81630,2020-12-01
402R-00323,DP RETAIL 114 LLC,GREEN DRAGON,Retail Marijuana Store,Aurora,80011,2020-12-01
402R-00340,PEAK HOLDINGS GROUP LLC,PEAK DISPENSARY,Retail Marijuana Store,Denver,80203,2020-12-01
402R-00352,LIVWELL VI LLC,LIVWELL,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00332,HQ LLC,HIGH Q SILT,Retail Marijuana Store,Silt,81652,2020-12-01
402R-00327,MAGNOLIA ROAD INC,MAGNOLIA ROAD CANNABIS COMPANY,Retail Marijuana Store,Boulder,80301,2020-12-01
402R-00335,RJJ EDGEWATER LLC,NATIVE ROOTS EDGEWATER,Retail Marijuana Store,Edgewater,80214,2020-12-01
402R-00334,APOGEE MANAGEMENT INC,TERRAPIN CARE STATION,Retail Marijuana Store,Aurora,80010,2020-12-01
402R-00336,INDOOR HORTICULTURE CENTERS LLC,SANTE ALTERNATIVE WELLNESS,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00341,NATURES HERBS & WELLNESS CENTER II LLC,,Retail Marijuana Store,Log Lane Village,80705,2020-12-01
402R-00344,MAMMOTH DURANGO LLC,MAMMOTH FARMS,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00345,DENCO LLC,,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00337,GREEN LIFE SOLUTIONS LLC,GREEN TREE MEDICINALS,Retail Marijuana Store,Northglenn,80234,2020-12-01
402R-00354,IGADI LTD,IGADI,Retail Marijuana Store,Tabernash,80478,2020-12-01
402R-00355,GREEN KIWI 4 LLC,LIVWELL,Retail Marijuana Store,Cortez,81321,2020-12-01
402R-00359,NATURES GIFT SHOP LLC,,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00361,CANNABIS FOR HEALTH LLC,PIG N' WHISTLE,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00362,RFSCLV LLC,ROOTSRX,Retail Marijuana Store,Leadville,80461,2020-12-01
402R-00356,GREEN KIWI 5 LLC,LIVWELL,Retail Marijuana Store,Mancos,81328,2020-12-01
402R-00343,THE ACCEPTUS GROUP LLC,THE COLORADO GROW COMPANY,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00366,SISTEM FRASER LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Store,Fraser,80442,2020-12-01
402R-00360,LIGHTSHADE LABS LLC,LIGHTSHADE ,Retail Marijuana Store,Denver,80232,2020-12-01
402R-00358,BBM ENTERPRISES LLC,THE BUD DEPOT,Retail Marijuana Store,Lyons,80540,2020-12-01
402R-00363,RJJ FRISCO LLC,NATIVE ROOTS FRISCO,Retail Marijuana Store,Frisco,80443,2020-12-01
402R-00367,ZENGOLDS LLC,,Retail Marijuana Store,Longmont,80503,2020-12-01
402R-00364,PI AURORA LLC,,Retail Marijuana Store,Aurora,80015,2020-12-01
402R-00369,ELK MOUNTAIN TRADING POST LLC,ELK MOUNTAIN TRADING POST LLC,Retail Marijuana Store,De Beque,81630,2020-12-01
402R-00368,RJJ HIGHLANDS LLC,NATIVE ROOTS HIGHLANDS,Retail Marijuana Store,Denver,80211,2020-12-01
402R-00365,BRECKENRIDGE INVESTMENTS LLC,ALPENGLOW ,Retail Marijuana Store,Dillon,80435,2020-12-01
402R-00376,RESERVE1 LLC,EMERALD FIELDS,Retail Marijuana Store,Glendale,80246,2020-12-01
402R-00380,RJJ SHERIDAN LLC,NATIVE ROOTS LITTLETON,Retail Marijuana Store,Denver,80123,2020-12-01
402R-00381,TENDERFOOT HEALTH COLLECTIVE,,Retail Marijuana Store,Salida,81201,2020-12-01
402R-00375,RESERVE1 MANITOU LLC,EMERALD FIELDS,Retail Marijuana Store,Manitou Springs,80829,2020-12-01
402R-00379,RJJ ASPEN LLC,NATIVE ROOTS ASPEN,Retail Marijuana Store,Aspen,81611,2020-12-01
402R-00383,COLORADO CANNABIS ASSOCIATES LLC,THE SPOT,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00370,KIND LOVE LLC,KIND LOVE,Retail Marijuana Store,Glendale,80246,2020-12-01
402R-00382,1917 SANTA FE LLC,APOTHECARY FARMS,Retail Marijuana Store,Pueblo,81006,2020-12-01
402R-00377,DP RETAIL 103 LLC,GREEN DRAGON,Retail Marijuana Store,Aurora,80015,2020-12-01
402R-00385,TWOG-WALNUT LLC,BUDDY BOY,Retail Marijuana Store,Denver,80205,2020-12-01
402R-00412,TWOG-YORK LLC,BUDDY BOY,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00386,3B-38 LLC,BUDDY BOY,Retail Marijuana Store,Denver,80212,2020-12-01
402R-00374,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Black Hawk,80422,2020-12-01
402R-00387,DP RETAIL 113 LLC,GREEN DRAGON COLORADO,Retail Marijuana Store,Mountain View,80212,2020-12-01
402R-00388,DURANGO ORGANICS LLP,DO CORTEZ ,Retail Marijuana Store,Cortez,81321,2020-12-01
402R-00371,CANNA COMPANY,CANNACO,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00372,SOUTHERN COLORADO THERAPEUTICS INC,HIGHLAND HEALTH,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00396,COLORADO CANNABIS COMPANY LLC,PURE MARIJUANA DISPENSARY,Retail Marijuana Store,Denver,80204,2020-12-01
402R-00399,WELLNESS CENTER OF THE ROCKIES INC,WCR,Retail Marijuana Store,Denver,80224,2020-12-01
402R-00389,M&M DISTRIBUTING LLC,,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00400,PIONEER INTERESTS COLFAX LLC,LOVA COLFAX,Retail Marijuana Store,Denver,80206,2020-12-01
402R-00390,MOUNTAIN ANNIES LLC,MEDICINE MAN OF CORTEZ,Retail Marijuana Store,Cortez,81321,2020-12-01
402R-00373,GMC LLC,GREEN MAN CANNABIS,Retail Marijuana Store,Denver,80224,2020-12-01
402R-00405,VAIL BUD BREWERY LLC,HIGH COUNTRY HEALING 8,Retail Marijuana Store,Avon,81620,2020-12-01
402R-00394,MODERN MEDICINE LLC,ALTITUDE ORGANIC CANNABIS,Retail Marijuana Store,Dillon,80435,2020-12-01
402R-00404,DURANGO ALTERNATIVE LLC,ROCKY MOUNTAIN HIGH,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00406,APEX INDUSTRIES INC,HARVEST HOUSE,Retail Marijuana Store,Nederland,80466,2020-12-01
402R-00402,NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00408,PG RETAIL I LLC,LACONTE'S CLONE BAR & DISPENSARY,Retail Marijuana Store,Denver,80203,2020-12-01
402R-00416,RJJ LONGMONT LLC,NATIVE ROOTS LONGMONT,Retail Marijuana Store,Longmont,80501,2020-12-01
402R-00409,THE OUNCE DEPOT LLC,THE FARMERS MARKET,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00410,STARBUDS PUEBLO LLC,STARBUDS,Retail Marijuana Store,Pueblo,81005,2020-12-01
402R-00415,BOULDER WELLNESS CENTER LLC,,Retail Marijuana Store,Boulder,80303,2020-12-01
402R-00417,920104 LLC,CALLIES,Retail Marijuana Store,Northglenn,80234,2020-12-01
402R-00419,MILE HIGH DISPENSARY LLC,MILE HIGH DISPENSARY,Retail Marijuana Store,Denver,80232,2020-12-01
402R-00429,LA CASA CANNA BIS INC,,Retail Marijuana Store,San Luis,81152,2020-12-01
402R-00430,GREEN AROUND YOU MERGERCO LLC,GOLDEN MEDS,Retail Marijuana Store,Denver,80224,2020-12-01
402R-00421,FARAGOSI FARMS INC,FARAGOSI FARMS,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00422,GREEN STREET DISPENSARY LLC,THE GREENERY,Retail Marijuana Store,Durango,81303,2020-12-01
402R-00424,COLORADO BEST BUDZ LLC,,Retail Marijuana Store,Pueblo,81006,2020-12-01
402R-00353,THA CORP,THE HERBAL ALTERNATIVE,Retail Marijuana Store,Cortez,81321,2020-12-01
402R-00257,NEW HOPE WELLNESS CENTER LLC,TUMBLEWEED DISPENSARY EDWARDS,Retail Marijuana Store,Edwards,81632,2020-12-01
402R-00432,WILLOW NORTH INC,BUD FARM,Retail Marijuana Store,Mancos,81328,2020-12-01
402R-00445,MILE HIGH WELLNESS II LLC,MILE HIGH WELLNESS-GREEN STREET,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00434,RJJ DILLON LLC,NATIVE ROOTS DILLON,Retail Marijuana Store,Dillon,80435,2020-12-01
402R-00438,505 CENTER LLC,PURE MARIJUANA DISPENSARY ,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00413,DURANGO ORGANICS LLP,DO CRESTED BUTTE,Retail Marijuana Store,Crested Butte,81224,2020-12-01
402R-00444,GORULE LLC,ROCKY MOUNTAIN BLAZE,Retail Marijuana Store,Pueblo West,81007,2020-12-01
402R-00449,PG RETAIL I LLC,MILE HIGH GREEN CROSS,Retail Marijuana Store,Denver,80203,2020-12-01
402R-00446,LUCKY TICKET LLC,STARBUDS,Retail Marijuana Store,Denver,80221,2020-12-01
402R-00450,ALTERNATIVE HOLISTIC HEALING LLC,ROCKY MOUNTAIN ORGANICS ,Retail Marijuana Store,Central City,80427,2020-12-01
402R-00454,GREEN KIWI 1 LLC,LIVWELL,Retail Marijuana Store,Denver,80207,2020-12-01
402R-00455,MOUNTAIN ANNIES LLC,,Retail Marijuana Store,Silverton,81433,2020-12-01
402R-00461,IGADI LTD,IGADI,Retail Marijuana Store,Nederland,80466,2020-12-01
402R-00457,HADCAV ENTERPRISES INC,PURE MARIJUANA DISPENSARY,Retail Marijuana Store,Denver,80220,2020-12-01
402R-00418,BK HOLDINGS LLC,THE HERBAL CENTER,Retail Marijuana Store,Denver,80239,2020-12-01
402R-00462,MARTINS NATURAL MEDICINALS LLC,,Retail Marijuana Store,Glenwood Springs,81601,2020-12-01
402R-00458,URBAN HEALTH & WELLNESS INC,URBAN DISPENSARY,Retail Marijuana Store,Denver,80211,2020-12-01
402R-00460,YUMA WAY LLC,CHERRY PEAK,Retail Marijuana Store,Glendale,80246,2020-12-01
402R-00465,COLORADO CANNABIS COMPANY LLC,PURE MARIJUANA DISPENSARY,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00467,TUMBLEWEED CARBONDALE LLC,TUMBLEWEED CARBONDALE,Retail Marijuana Store,Carbondale,81623,2020-12-01
402R-00463,BUD HUT INC,BUD HUT INC,Retail Marijuana Store,Walsenburg,81089,2020-12-01
402R-00476,AGRICULTURAL ADVANTAGES LLC,LUCKY MONKEY BUDS,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00474,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Denver,80221,2020-12-01
402R-00475,GARDEN GREENS LLC,STRAWBERRY FIELDS,Retail Marijuana Store,Pueblo,81003,2020-12-01
402R-00477,NATURAL ALTERNATIVES FOR HEALTH CORP,,Retail Marijuana Store,Fort Collins,80525,2020-12-01
402R-00481,IEROS LLC,LIFE FLOWER DISPENSARY LLC,Retail Marijuana Store,Glendale,80246,2020-12-01
402R-00482,ACADEMY OF THE HEALING ARTS LLC,HIGH VALLEY ANTONITO RETAIL CANNABIS,Retail Marijuana Store,Antonito,81120,2020-12-01
402R-00480,MOUNTAIN ANNIES LLC,,Retail Marijuana Store,Durango,81301,2020-12-01
402R-00479,LIGHTSHADE LABS LLC,LIGHTSHADE,Retail Marijuana Store,Denver,80203,2020-12-01
402R-00486,OSIRIS LLC,BEST DAY EVER,Retail Marijuana Store,Glenwood Springs,81601,2020-12-01
402R-00487,RFSCA LLC,ROOTSRX,Retail Marijuana Store,Aspen,81611,2020-12-01
402R-00488,HIGH PLAINS STRAINS LLC,HIGH PLAINZ STRAINS & DISPENSARY LLC,Retail Marijuana Store,Log Lane Village,80705,2020-12-01
402R-00489,IGADI LTD,IGADI,Retail Marijuana Store,Central City,80427,2020-12-01
402R-00492,GREEN FIELDS LLC,GREENFIELDS,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00493,RJJ ADAMS LLC,NATIVE ROOTS NORTH DENVER,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00494,STONE T.M.C. LLC,THE STONE,Retail Marijuana Store,Denver,80219,2020-12-01
402R-00496,FREEDOM ROAD GARDEN LTD,FREEDOM ROAD,Retail Marijuana Store,Trinidad,81082,2020-12-01
402R-00495,MJLQ LLC,GREEN RINO,Retail Marijuana Store,Denver,80216,2020-12-01
402R-00497,WASH PARK BOUTIQUE LLC,LUCY SKY CANNABIS BOUTIQUE,Retail Marijuana Store,Denver,80210,2020-12-01
402R-00498,SHRED INVESTMENTS LLC,HIGH WEST CANNABIS,Retail Marijuana Store,Denver,80239,2020-12-01
402R-00483,VILLAGE RETAIL LLC,BLUE HERON DISPENSARY,Retail Marijuana Store,Oak Creek,80467,2020-12-01
402R-00484,RJJ SANTA FE LLC,NATIVE ROOTS SANTA FE,Retail Marijuana Store,Denver,80223,2020-12-01
402R-00499,GUNNISON INVESTMENTS LLC,SOMA,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00501,THE GREEN SOLUTION LLC,,Retail Marijuana Store,Fort Collins,80524,2020-12-01
402R-00502,ACES PLACE LLC,,Retail Marijuana Store,Fort Collins,80524,2020-12-01
402R-00511,BELEAF WELLNESS CENTER LLC,,Retail Marijuana Store,San Luis,81152,2020-12-01
402R-00505,RFSCG LLC,ROOTSRX,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00508,SOUTHERN COLORADO CANNABIS CLUB LLC,,Retail Marijuana Store,Fort Garland,81133,2020-12-01
402R-00509,GUNNISON CANNABIS LLC,ROCKY MOUNTAIN CANNABIS,Retail Marijuana Store,Gunnison,81230,2020-12-01
402R-00514,MESA ORGANICS LTD,SCHWAZZE,Retail Marijuana Store,Pueblo,81006,2020-12-01
402R-00510,SIMPLY PURE COLORADO LLC,SIMPLY PURE,Retail Marijuana Store,Denver,80211,2020-12-01
402R-00519,RME GROUP LLC,AFFINITY,Retail Marijuana Store,Denver,80220,2020-12-01
402R-00518,PARACHUTE GREEN JOINT LLC,THE GREEN JOINT,Retail Marijuana Store,Parachute,81635,2020-12-01
